iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:246,,,,,1981-05-31,Collinson Reef,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:302,,,,,1985-07-29,Virago Point,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:399,,,,,1985-08-02,"Skipjack Island, outer face",Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:491,,,,,1985-12-07,Alcala Point,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:730,,,,,1993-08-16,Mathews Point,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1029,,,,,1994-09-10,Mary Anne Point,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1118,,,,,1994-10-07,Lion Islet,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1277,,,,,1994-10-23,Race Point,Andy Lamb
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1586,,,,,1995-02-25,Spanish Hills Store,Charlie Gibbs
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1853,,,,,1995-02-26,wreck of the Point Grey,Charlie Gibbs
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:1928,,,,,1995-02-26,Virago Point,Charlie Gibbs
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,imerss.org:PMLS:2035,,,,,1996-02-24,wreck of the Point Grey,Charlie Gibbs
