Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Blindia acuta,(Hedw.) Bruch & Schimp.,,sharp-leaved Blindia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Seligeriaceae,,,Blindia,acuta,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10672025,,156309,BRY
Brachytheciastrum velutinum,(Hedw.) Ignatov & Huttunen,,velvet feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachytheciastrum,velutinum,,,,native,S4S5 (2011),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10999575,,917745,BRY
Brachythecium albicans,(Hedw.) Schimp.,,whitish feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,albicans,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-19,Sarah Tweedale & Andrew Simon,iNat:5411692,,123771,BRY
Brachythecium frigidum,(Müll. Hal.) Besch.,,cold brachythecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,frigidum,,,,native,S5? (2015),,new 2017,observed,,,,,,2017-04-27,Andrew Simon,iNat:6189981,,123270,BRY
Brachythecium sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,,,,,,,,new 2018,observed,,,,,,2018-02-14,Andrew Simon,iNat:14547001,temporarily reported as Brachythecium erythrorrhizon var. erythrorrhizon,67860,BRY
Bryolawtonia vancouveriensis,(Kindb.) D.H. Norris & Enroth,,creekbed moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thamnobryaceae,,,Bryolawtonia,vancouveriensis,,,,native,S4? (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10565047,,67861,BRY
Bryum argenteum,Hedw.,,silvergreen threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Bryum,argenteum,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-04,Andrew Simon,iNat:5227998,,123390,BRY
Bryum canariense,Brid.,,robust threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Bryum,canariense,,,,native,S4S5 (2015),,new 2017,observed,,,,,,2017-02-11,Andrew Simon,iNat:5095101,,67864,BRY
Bryum dichotomum,Hedw.,,gemmate threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Bryum,dichotomum,,,,native,S4? (2015),,reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B111043,,,,,"Reported as Bryum bicolor; McClure Road, base of Quadra Hill; near Sturdies Bay",159528,BRY
Bryum erythroloma,(Kindb.) Syed,,threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Bryum,erythroloma,,,,native,S2S3 (2011),,new 2020,observed,,,,,,2020-04-30,Andrew Simon,iNat:44442516,,159529,BRY
Calliergon cf giganteum,(Schimp.) Kindb.,,giant spearmoss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Calliergonaceae,,,Calliergon,giganteum,,,,native,S4 (2015),,reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,159661,BRY
Calliergonella cuspidata,(Hedw.) Loeske,,pointed spear-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Pylaisiaceae,,,Calliergonella,cuspidata,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-03-03,Andrew Simon,iNat:2763242,,159669,BRY
Calypogeia trichomanis,(L.) Corda,,hairy pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Calypogeiaceae,,,Calypogeia,trichomanis,,,,native,S3S4 (2015),,reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B76670,,,,,,159721,BRY
Cephaloziella byssacea,R.M. Schust.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziellaceae,,,Cephaloziella,byssacea,,,,unlisted,unlisted,,reported,unobserved,1981-04-02,Wilfred B. Schofield,UBC,B23948,,,,,Taxon not recognized in BC,400634,BRY
Cephaloziella divaricata,(Sm.) Warnst.,,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziellaceae,,,Cephaloziella,divaricata,,,,unlisted,unlisted,,confirmed,observed,1964-05-03,Wilfred B. Schofield,UBC,B68393,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:13879693,,56495,BRY
Ceratodon purpureus,(Hedw.) Brid.,,fire moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,Ceratodon,purpureus,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,iNat:9142296,,123117,BRY
Chiloscyphus polyanthos,(L.) Corda,,pale liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Lophocoleaceae,,,Chiloscyphus,polyanthos,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B95476,,2021-10-23,Daniel Tucker,iNat:99661789,base of “Quadra Hill” (MClure Road?),56506,BRY
Chionoloma tenuirostre,"(Hook. & Taylor) M.Alonso, M.J.Cano & J.A.Jiménez",,narrow-fruited crisp-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Chionoloma,tenuirostre,,,,native,S4S5 (2011),,reported,unobserved,2010-01-26,Terry McIntosh,UBC,B229507,,,,,,1138348,BRY
Claopodium bolanderi,Best,,Bolander’s Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,bolanderi,,,,native,S4S5 (2015),,confirmed,observed,2014-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2017-02-23,Andrew Simon,iNat:5174342,,160663,BRY
Claopodium crispifolium,(Hook.) Renauld & Cardot,,rough moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,crispifolium,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-14,Andrew Simon,iNat:2784486,,128661,BRY
Claopodium whippleanum,(Sull.) Renauld & Cardot,,Whipple's Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Claopodium,whippleanum,,,,native,S3S4 (2015),,new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10565143,,67868,BRY
Crumia latifolia,(Kindb.) W.B. Schofield,,wideleaf Crumia moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Crumia,latifolia,,,,native,S3 (2015),,new 2020,observed,,,,,,2020-04-25,Andrew Simon,iNat:43505768,,161177,BRY
Cynodontium jenneri,(Schimper) Stirton,,Jenner's dog-tooth moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Rhabdoweisiaceae,,,Cynodontium,jenneri,,,,native,S4S5 (2011),,new 2017,observed,,,,,,2017-03-04,Andrew Simon,iNat:22644351,,161409,BRY
Dendroalsia abietina,(Hook.) E. Britton,,plume moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leucodontaceae,,,Dendroalsia,abietina,,,,native,S3S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-05-29,Andrew Simon,iNat:3340528,,55340,BRY
Dichelyma uncinatum,Mitten,,sickle dichelyma,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Fontinalaceae,,,Dichelyma,uncinatum,,,,native,S3S4,,confirmed,observed,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-04,Andrew Simon,iNat:2566347,,161818,BRY
Dichodontium pellucidum,(Hedw.) Schimp.,,transparent fork-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Aongstroemiaceae,,,Dichodontium,pellucidum,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-03-17,Andrew Simon,iNat:21350313,,161820,BRY
Dicranoweisia cirrata,(Hedw.) Lindb.,,common pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Rhabdoweisiaceae,,,Dicranoweisia,cirrata,,,,native,S3S4 (2015),,confirmed,observed,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-02-22,Andrew Simon,iNat:2566285,,67949,BRY
Dicranum fuscescens,Turner,,dusky forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,fuscescens,,,,native,S5 (2015) *listed subtaxa in BC,,confirmed,observed,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-09-27,Andrew Simon,iNat:2632495,,123177,BRY
Dicranum howellii,Renauld & Cardot,,Howell’s forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,howellii,,,,native,S4S5 (2011),,new 2016,observed,,,,,,2016-10-23,Andrew Simon,iNat:4850005,,161860,BRY
Dicranum polysetum,Sw.,,wavy-leaved moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,polysetum,,,,native,S5? (2015),,reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,161868,BRY
Dicranum scoparium,Hedw.,,broom moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,scoparium,,,,native,S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608937,,123134,BRY
Dicranum tauricum,Sapjegin,,fragile forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,tauricum,,,,native,S5 (2015),,confirmed,observed,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-04-01,Andrew Simon,iNat:4849361,,161872,BRY
Diplophyllum obtusifolium,(Hook.) Dumort.,,blunt-leaved earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Diplophyllum,obtusifolium,,,,unlisted,unlisted,,reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B90626,,,,,Sturdies Bay; Soil over root in dry woods,56507,BRY
Encalypta ciliata,Hedw.,,fringed extinguisher-moss,Plantae,Bryophyta,,,Bryopsida,,,Encalyptales,,,Encalyptaceae,,,Encalypta,ciliata,,,,native,S4S5 (2011),,reported,unobserved,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B27908,,,,,Bodega Ridge; cliff crevice; did you see this at Dionisio?,162304,BRY
Encalypta sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Encalyptales,,,Encalyptaceae,,,Encalypta,,,,,,,,new 2021,observed,,,,,,2021-10-23,Dan Tucker,iNat:99661795,,48368,BRY
Entosthodon fascicularis,(Hedw.) Müll.Hal.,,banded cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Entosthodon,fascicularis,,,,native,S2S3 (2015),1-SC (2006),new 2022,observed,,,,,,2022-05-11,Andrew Simon,iNat:116636215,,162342,BRY
Entosthodon muhlenbergii,(Turner) Fife,,Muhlenberg’s cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Entosthodon,muhlenbergii,,,,native,S3? (2011),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,iNat:9142562,,917753,BRY
Epipterygium biauritum,Hanusch et al.,,transparent thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Epipterygium,biauritum,,,,native,S3S4 (2015),,confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B3066,,2020-04-30,Andrew Simon,iNat:44459129,reported as Epipterygium tozeri,1458560,BRY
Eurhynchiastrum pulchellum,(Hedw.) Ignatov & Huttunen,,elegant beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Eurhynchiastrum,pulchellum,,,,native,S4S5 (2011),,new 2020,observed,,,,,,2020-11-10,Randal Mindell,iNat:64809837,,447837,BRY
Fissidens bryoides,Hedw.,,lesser pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Fissidentaceae,,,Fissidens,bryoides,,,,native,S4S5 (2011),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-25,Lauren Magner & Andrew Simon,iNat:2573883,,124421,BRY
Fissidens crispus,Sull.,,Herzog’s pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Fissidentaceae,,,Fissidens,crispus,,,,native,S3S4 (2015),,confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B38500,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:10671934,Reported as syn. Fissidens limbatus,67883,BRY
Fontinalis antipyretica,Hedw.,,willow moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Fontinalaceae,,,Fontinalis,antipyretica,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-06-05,Andrew Simon,iNat:3403066,,123790,BRY
Fossombronia longiseta,(Austin) Austin,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Fossombroniales,,,Fossombroniaceae,,,Fossombronia,longiseta,,,,native,S3S4 (2023),,new 2022,observed,,,,,,2022-03-24,Andrew Simon,iNat:109429667,,56444,BRY
Frullania californica,(Austin ex Underw.) A. Evans,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Frullaniaceae,,,Frullania,californica,,,,native,S3 (2015),,reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B121820,,,,,Lot 89; streamlet and seabench,56520,BRY
Frullania nisquallensis,Sull.,,hanging millipede liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Frullaniaceae,,,Frullania,nisquallensis,,,,native,S5 (2015),,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B16217,,2020-07-13,Andrew Simon,iNat:53064708,reported as Frullania tamarisci ssp. nisquallensis,123818,BRY
Funaria hygrometrica,Hedw.,,common cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Funaria,hygrometrica,,,,native,S4S5 (2015),,new 2018,observed,,,,,,2018-03-09,Andrew Simon,iNat:10169600,,120000,BRY
Fuscocephaloziopsis lunulifolia,(Dumort.) Váňa & L. Söderstr.,,moon-leaved pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziaceae,,,Fuscocephaloziopsis,lunulifolia,,,,native,S4 (2021),,confirmed,observed,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B47420,,2021-11-03,Randal Mindell,iNat:100262245,Reported as Cephalozia media (syn); Lot 89,1020174,BRY
Geheebia cf. fallax,(Hedw.) R.H.Zander,,moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Geheebia,fallax,,,,native,S4 (2015),,new 2017,observed,,,,,,2017-02-11,Andrew Simon,iNat:5095226,,1282046,BRY
Grimmia cf montana,Bruch & Schimp.,,montane dry rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,montana,,,,native,S3S4 (2011),,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,154180,BRY
Grimmia leibergii,Paris,,Leiberg’s Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,leibergii,,,,native,S2S3 (2015),,reported,unobserved,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,,,,,163390,BRY
Grimmia lisae,De Not.,,rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,lisae,,,,native,SU (2015),,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,iNat:3734915,,163391,BRY
Grimmia ovalis,(Hedw.) Lindb. ,,flat-rock Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,ovalis,,,,native,S4? (2015),,new 2022,observed,,,,,,2022-04-30,Andrew Simon,iNat:114122128,,163397,BRY
Grimmia pulvinata,(Hedw.) Sm.,,grey-cushioned Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,pulvinata,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B113701,,2016-12-22,Andrew Simon,iNat:4837303,,56117,BRY
Grimmia ramondii,(Lam. & DC.) Margad.,,spreading-leaved Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,ramondii,,,,native,S4S5 (2011),,new 2021,observed,,,,,,2021-06-12,Dan Tucker & Andrew Simon,iNat:82929629,,338191,BRY
Grimmia trichophylla,Grev.,,hair-pointed Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,trichophylla,,,,native,S4S5 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-04-02,Andrew Simon,iNat:5551251,,163406,BRY
Gymnostomum sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Gymnostomum,,,,,,,,new 2017,observed,,,,,,2017-12-30,Andrew Simon,iNat:45753689,,157223,BRY
Hedwigia stellata,Hedenäs,,starry hoar-moss,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,Hedwigiaceae,,,Hedwigia,stellata,,,,native,S3S4 (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-26,Andrew Simon,iNat:2588108,,163552,BRY
Homalothecium aeneum,(Mitt.) E. Lawton,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aeneum,,,,native,unlisted,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-13,Andrew Simon,iNat:6217932,,163824,BRY
Homalothecium arenarium,(Lesq.) E. Lawton,,sandwort Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,arenarium,,,,native,S3S4,,new 2017,observed,,,,,,2017-04-14,Andrew Simon,iNat:5715309,,163825,BRY
Homalothecium aureum,(Spruce) H. Rob.,,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,aureum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-03,Andrew Simon,iNat:2890007,,451921,BRY
Homalothecium fulgescens,(Mitt. ex Müll. Hal.) A. Jaeger,,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,fulgescens,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-02,Andrew Simon,iNat:4266710,,123819,BRY
Homalothecium megaptilum,(Sull.) H. Rob.,,great-feathered moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,megaptilum,,,,native,S4? (2015),,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-22,Andrew Simon,iNat:2819490,,236885,BRY
Homalothecium nuttallii,(Wilson) A. Jaeger,,Nuttall’s Homalothecium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,nuttallii,,,,native,S4S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-20,Andrew Simon,iNat:4414492,,67892,BRY
Hygrohypnella ochracea,(Turner ex Wilson) Ignatov & Ignatova,,claw brook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Scorpidiaceae,,,Hygrohypnella,ochracea,,,,native,S4S5 (2015),,new 2016,observed,,,,,,2016-03-22,Andrew Simon,iNat:2822816,,1124079,BRY
Hylocomiadelphus triquetrus,(Hedw.) Ochyra & Stebel,,stairstep moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2011-12-22,T. Abe Lloyd,iNat:37307666,,1138381,BRY
Hylocomium splendens,(Hedw.) Schimp.,,glittering wood-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomium,splendens,,,,native,S5,,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-02-12,Lauren Magner & Andrew Simon,iNat:2565050,,122555,BRY
Hymenoloma crispulum,(Hedw.) Ochyra,,mountain pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Hymenolomataceae,,,Hymenoloma,crispulum,,,,native,S4S5 (2015),,confirmed,observed,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-04-04,Andrew Simon,iNat:2567328,,1122768,BRY
Hypnum circinale,Hook.,,coiled-leaf claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,circinale,,,,native,S5,,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B181156,,2015-03-21,Lauren Magner & Andrew Simon,iNat:2608763,,125464,BRY
