Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Critical Notes
Onchidoris bilamellata,"(Linnaeus, 1767)",,barnacle-eating nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Onchidoris,native,unlisted,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,,2016-07-18,Karolle Wall,http://www.inaturalist.org/observations/4052743,,47480,
Onchidoris muricata,"(O. F. Müller, 1776)",,fuzzy onchidoris,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Onchidoris,native,unlisted,new 2014,observed,,,,,,2014-04-09,Karin Fletcher,https://inaturalist.ca/observations/68793507,,47508,
Ziminella japonica,"(Volodchenko, 1941)",,pearly nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Paracoryphellidae,,Ziminella,native,unlisted,reported,unobserved,2009-02-08,Andy Lamb,PMLS,,,,,,"Reported as Flabellina japonica (Volodchenko, 1941)",877359,"Specimens representing this species have not yet been sequenced, neither from the Salish Sea nor from the Western Pacific."
Limacia cockerelli,"(MacFarland, 1905)",,Cockerell's nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,Limacia,native,unlisted,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,538830,
Palio zosterae,"(O'Donoghue, 1924)",,eelgrass nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,Polycera,native,unlisted,new 2010,observed,,,,,,2010-05-10,Karolle Wall,http://www.inaturalist.org/observations/3707748,,501581,
Triopha modesta,"Bergh, 1880",,modest clown nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,Triopha,native,unlisted,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854824,,1133369,"Triopha modesta is recognized as a trans-Pacific species, and is most likely to occur off the coast of British Columbia. Triopha catalinae has been determined to be an Eastern Pacific species (but there is overlap). See Jung et al. (2020)."
Melibe leonina,"(Gould, 1852)",,hooded nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,Melibe,native,unlisted,confirmed,observed,1994-10-07,Andy Lamb,PMLS,,,2006-10-06,jroderick,https://inaturalist.ca/observations/19274280,,48455,
Catriona columbiana,"(O'Donoghue, 1922)",,British Columbia aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,Catriona,native,unlisted,new 2014,observed,,,,,,2014-04-09,Karin Fletcher,https://inaturalist.ca/observations/68793495,,48973,
Diaphoreolis viridis,"(Forbes, 1840)",,green aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,Diaphoreolis,native,unlisted,new 2014,observed,,,,,,2014-04-09,Karin Fletcher,https://inaturalist.ca/observations/68793497,,632114,
Zelentia nepunicea,"Korshunova, Fletcher, Lundin, Picton & Martynov, 2018",,pimpled aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,Zelentia,native,unlisted,reported,unobserved,1982-05-21,Sandra Millen-Crane,RBCM,983-00026-001,1898308265,2014-04-08,Karin Fletcher,https://www.inaturalist.org/observations/68751823,,1128352,"Accessioned in collections at the RBCM as Zelentia pustulata, which is now recognized as being limited to the Atlantic. Our Pacific species is Zelentia nepunicea."
Tochuina gigantea,"(Bergh, 1904)",,orange-peel nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,Tochuina,native,unlisted,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,,2009-10-03,Jackson Chu,https://inaturalist.ca/observations/59920054,,873733,"There are three large tritoniids in the NEP—Tritonia exsulans (formerly Tritonia diomedea or Tritonia tetraquetra), Tochuina gigantea (formerly Tochuina tetraquetra) and the true Tritonia tetraquetra, the latter of which, in the NEP, has so far only been found below 30 meters."
Tritonia exsulans,"Bergh, 1894",,pink tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,Tritonia,native,unlisted,confirmed,observed,2006-12-02,Charlie Gibbs,PMLS,,,2013-10-13,Peter Luckham,https://inaturalist.ca/observations/2975951,,,
Tritonia festiva,"(Stearns, 1873)",,diamondback tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,Tritonia,native,unlisted,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976292,,48827,
Berthella chacei,"(J. Q. Burch, 1944)",,white berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,Berthella,native,unlisted,confirmed,observed,2005-12-10,Andy Lamb,PMLS,,,2015-04-20,Karolle Wall,https://www.inaturalist.org/observations/3706277,,1081461,
Clione limacina,"(Phipps, 1774)",,common clione,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,Clionoidea,Clionidae,,Clione,native,unlisted,new 2020,observed,,,,,,2020-01-05,Lillian Rose Crossman,https://www.inaturalist.org/observations/37294883,,55297,
Limacina helicina,"(Phipps, 1774)",,helicid pteropod,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,Limacina,native,unlisted,reported,unobserved,2009-04-04,Andy Lamb,PMLS,,,,,,,345356,
Calliostoma annulatum,"(Lightfoot, 1786)",,purple-ringed topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,Calliostoma,native,unlisted,reported,unobserved,1986-09-30,,RBCM,986-00197-040,,,,,,121181,
Calliostoma ligatum,"(Gould, 1849)",,blue topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,Calliostoma,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-008,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763492,,129920,
Margarites pupillus,"(Gould, 1849)",,puppet margarite,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Margaritidae,,Margarites,native,unlisted,confirmed,observed,2009-02-08,Andy Lamb,PMLS,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223678,,129922,
Tegula funebralis,"(A. Adams, 1855)",,black tegula,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Tegulidae,,Tegula,native,unlisted,new 2019,observed,,,,,,2019-05-19,John Reynolds,https://inaturalist.ca/observations/25595362,,460365,
Acmaea mitra,"Rathke, 1833",,whitecap limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Acmaeidae,,Acmaea,native,unlisted,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,,,,,,47676,
Rictaxis punctocaelatus,"(Carpenter, 1864)",,bubble snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,Acteonoidea,Acteonidae,,Rictaxis,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03322,1898323409,,,,,49779,
Batillaria attramentaria,"(G. B. Sowerby II, 1855)",,Japanese false cerith,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,Batillaria,non-native,unlisted,new 2019,observed,,,,,,2019-05-05,John Reynolds,https://www.inaturalist.org/observations/25655199,,68783,
Epitonium hindsii,"(Carpenter, 1856)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,Epitonium,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-019,1898294275,,,,,893102,
Epitonium indianorum,"(Carpenter, 1865)",,money wentletrap,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,Epitonium,native,unlisted,reported,unobserved,2008-07-19,Andy Lamb,PMLS,,,,,,,129921,
Lepeta concentrica,"(Middendorff, 1848)",,ringed blind limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lepetidae,,Cryptobranchia,native,unlisted,reported,unobserved,2007-10-14,Andy Lamb,PMLS,,,,,,,541593,"Reported as Cryptobranchia concentrica (Middendorff, 1848), an unaccepted synonym (WoRMS Editorial Board 2021)."
Lottia digitalis,"(Rathke, 1833)",,fingered limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottia,native,unlisted,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017022,,64287,
Lottia pelta,"(Rathke, 1833)",,shield limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottia,native,unlisted,new 2017,observed,,,,,,2017-04-10,Andrew Simon,https://www.inaturalist.org/observations/5646967,,63243,
Lottia persona,"(Rathke, 1833)",,mask limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottia,native,unlisted,new 2014,observed,,,,,,2014-06-24,Michael Butler,https://www.inaturalist.org/observations/38778846,,339143,
Lottia scutum,"(Rathke, 1833)",,plate limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottia,native,unlisted,confirmed,observed,2006-06-30,Andy Lamb,PMLS,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4004998,,129962,
Odostomia sp.,,,sea snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,Odostomia,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03329,1898323195,,,,,129939,
Turbonilla sp.,,,sea snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,Turbonillinae,Turbonilla,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03330,1898315600,,,,,84989,
Cryptochiton stelleri,"(Middendorff, 1847)",,giant Pacific chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,Cryptochiton,native,unlisted,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,,2016-04-24,Chessi Miltner,http://www.inaturalist.org/observations/3684476,,49053,
Lepidozona interstincta,"(Gould, 1852)",,smooth lepidozona,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,Lepidozona,native,unlisted,reported,unobserved,1986-09-30,,RBCM,986-00197-069,,,,,,131231,
Lepidozona mertensii,"(Middendorff, 1847)",,Merten's chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,Lepidozona,native,unlisted,reported,unobserved,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-001,,,,,,117621,
Lepidozona trifida,"(Carpenter, 1864)",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,Lepidozona,native,unlisted,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,,,,,,500743,
Cyanoplax dentiens,"(Gould, 1846)",,Gould’s baby chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,Cyanoplax,native,unlisted,new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223676,,71241,
Lepidochitona sp.,,,chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,Lepidochitona,,,reported,unobserved,1893-06-01,Charles Newcombe,RBCM,991-00066-001,1898303601,,,,,130883,
Katharina tunicata,"(Wood, 1815)",,black leather chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Katharina,native,unlisted,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24824671,,47632,
Mopalia hindsii,"(Reeve, 1847)",,Hind's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,confirmed,observed,1999-07-31,Charlie Gibbs,PMLS,,,2019-07-01,sarahs77,https://www.inaturalist.org/observations/28011505,,51725,
Mopalia kennerleyi,"Carpenter, 1864",,northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,,,,,,360858,
Mopalia lignosa,"(Gould, 1846)",,woody chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,confirmed,observed,1986-09-30,,RBCM,986-00197-070,,2018-08-10,Karolle Wall,https://www.inaturalist.org/observations/15726095,,51724,
Mopalia muscosa,"(Gould, 1846)",,mossy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,confirmed,observed,2008-10-10,Andy Lamb,PMLS,,,2017-05-26,Kris Krüg,http://inaturalist.ca/observations/6371640,,117633,
Mopalia phorminx,"Berry, 1919",,feathery mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,reported,unobserved,2019-03-17,Andy Lamb,PMLS,,,,,,,977159,
Mopalia sinuata,"Carpenter, 1864",,dwarf hairy mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,reported,unobserved,2019-03-17,Andy Lamb,PMLS,,,,,,,429863,
Mopalia spectabilis,"I. M. Cowan & G. M. Cowan, 1977",,red-flecked mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,confirmed,observed,1999-05-04,Andy Lamb,PMLS,,,2016-05-25,Karolle Wall,https://www.inaturalist.org/observations/4052033,,364026,
Mopalia swanii,"Carpenter, 1864",,Swan's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,reported,unobserved,1986-09-30,,RBCM,986-00197-071,,,,,,339904,
Mopalia vespertina,"(Gould, 1852)",,smooth mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Mopalia,native,unlisted,confirmed,observed,1973-04-20,Ian Mc Taggart-Cowan,RBCM,988-00095-001,,2017-05-26,Kris Krüg,http://inaturalist.ca/observations/6390299,,364027,
Placiphorella rufa,"Berry, 1917",,red veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Placiphorella,native,unlisted,reported,unobserved,2006-11-18,Andy Lamb,PMLS,,,,,,,547332,
Placiphorella velata,"(Carpenter MS, Dall, 1879)",,veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,Placiphorella,native,unlisted,reported,unobserved,2011-11-18,Andy Lamb,PMLS,,,,,,,55354,
Tonicella cf undocaerulea,,,blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,Tonicella,,,new 2015,observed,,,,,,2015-09-25,Karolle Wall,http://www.inaturalist.org/observations/4031847,,194021,"""Tonicella undocaerulea is restricted to the Sea of Japan region (perhaps the Sea of Okhotsk as well). The species recognized as T. undocearulea in the Eastern Pacific is an undescribed species"" (Roger Clark pers. comm. 2020)."
Tonicella insignis,"(Reeve, 1847)",,white-line chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,Tonicella,native,unlisted,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-004,1898274711,,,,,498132,
Tonicella lineata,"(Wood, 1815)",,lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,Tonicella,native,unlisted,confirmed,observed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-003,1898301747,2016-06-06,Chessi Miltner,http://www.inaturalist.org/observations/3598644,,47425,
Rhabdus rectius,"(Carpenter, 1864)",,straight tuskshell,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,Rhabdus,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,976-01146-005,1898302624,,,,,957345,"Accessioned in collections at the RBCM as Dentalium rectius, an unaccepted synonym (WoRMS Editorial Board 2021)."
Gadila aberrans,"(Whiteaves, 1887)",,aberrant toothshell,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,Gadilidae,,Gadila,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03327,1898278030,,,,,509660,"Accessioned in collections at the RBCM as Cadulus hepburni, an unaccepted synonym (WoRMS Editorial Board 2021)."
